"job_id","job_title","salary_year_avg","company_name","skills"
1604546,"Business Analyst","85000.0","Summit Consulting","flow"
1604546,"Business Analyst","85000.0","Summit Consulting","confluence"
781213,"Senior  Business Analyst  Data Visualization","84500.0","Z&A Recruiting","sql"
781213,"Senior  Business Analyst  Data Visualization","84500.0","Z&A Recruiting","tableau"
781213,"Senior  Business Analyst  Data Visualization","84500.0","Z&A Recruiting","power bi"
84476,"Business Intelligence Analyst","82500.0","Hausch & Company","sql"
84476,"Business Intelligence Analyst","82500.0","Hausch & Company","power bi"
84476,"Business Intelligence Analyst","82500.0","Hausch & Company","dax"
84476,"Business Intelligence Analyst","82500.0","Hausch & Company","flow"
1662605,"BI Business Analytics and Process Engineer - Remote","82500.0","Ryder System","sql"
1662605,"BI Business Analytics and Process Engineer - Remote","82500.0","Ryder System","excel"
1662605,"BI Business Analytics and Process Engineer - Remote","82500.0","Ryder System","tableau"
1662605,"BI Business Analytics and Process Engineer - Remote","82500.0","Ryder System","power bi"
1662605,"BI Business Analytics and Process Engineer - Remote","82500.0","Ryder System","microstrategy"
1662605,"BI Business Analytics and Process Engineer - Remote","82500.0","Ryder System","flow"
103442,"Business Intelligence Analyst","82500.0","Get It Recruit - Information Technology","python"
674136,"Junior Business Analyst","80000.0","Coders Data","sql"
674136,"Junior Business Analyst","80000.0","Coders Data","excel"
674136,"Junior Business Analyst","80000.0","Coders Data","power bi"
674136,"Junior Business Analyst","80000.0","Coders Data","word"
674136,"Junior Business Analyst","80000.0","Coders Data","outlook"
674136,"Junior Business Analyst","80000.0","Coders Data","jira"
674136,"Junior Business Analyst","80000.0","Coders Data","confluence"
48376,"Enterprise Analyst, Senior","79050.0","Blackbaud","sql"
48376,"Enterprise Analyst, Senior","79050.0","Blackbaud","python"
48376,"Enterprise Analyst, Senior","79050.0","Blackbaud","r"
48376,"Enterprise Analyst, Senior","79050.0","Blackbaud","javascript"
48376,"Enterprise Analyst, Senior","79050.0","Blackbaud","excel"
48376,"Enterprise Analyst, Senior","79050.0","Blackbaud","tableau"
48376,"Enterprise Analyst, Senior","79050.0","Blackbaud","spss"
371850,"Business Intelligence Analyst","77500.0","Robert Half","sql"
371850,"Business Intelligence Analyst","77500.0","Robert Half","excel"
371850,"Business Intelligence Analyst","77500.0","Robert Half","tableau"
202648,"Senior Business Intelligence Analyst","75795.0","SellersFunding","sql"
202648,"Senior Business Intelligence Analyst","75795.0","SellersFunding","python"
202648,"Senior Business Intelligence Analyst","75795.0","SellersFunding","tableau"
202648,"Senior Business Intelligence Analyst","75795.0","SellersFunding","power bi"
202648,"Senior Business Intelligence Analyst","75795.0","SellersFunding","flow"
275490,"Quality Assurance Analyst","75000.0","Codersdata","sql"
275490,"Quality Assurance Analyst","75000.0","Codersdata","python"
275490,"Quality Assurance Analyst","75000.0","Codersdata","java"
275490,"Quality Assurance Analyst","75000.0","Codersdata","html"
631587,"Senior Analyst in Finance Systems and Analytics","75000.0","Get It Recruit - Transportation","sql"
631587,"Senior Analyst in Finance Systems and Analytics","75000.0","Get It Recruit - Transportation","excel"
1700407,"Supply Chain Analyst","75000.0","Get It Recruit - Transportation","excel"
1103324,"Sales Operations Analyst - Remote","75000.0","Taulia","express"
1103324,"Sales Operations Analyst - Remote","75000.0","Taulia","excel"
1103324,"Sales Operations Analyst - Remote","75000.0","Taulia","sap"
751434,"Analyst remote","72500.0","Health Services Advisory Group, Inc.","sas"
751434,"Analyst remote","72500.0","Health Services Advisory Group, Inc.","excel"
751434,"Analyst remote","72500.0","Health Services Advisory Group, Inc.","tableau"
751434,"Analyst remote","72500.0","Health Services Advisory Group, Inc.","sas"
751434,"Analyst remote","72500.0","Health Services Advisory Group, Inc.","word"
1114841,"Marketing Analyst","72500.0","Brave Thinking Institute","sql"
1114841,"Marketing Analyst","72500.0","Brave Thinking Institute","javascript"
1114841,"Marketing Analyst","72500.0","Brave Thinking Institute","html"
1114841,"Marketing Analyst","72500.0","Brave Thinking Institute","spark"
1114841,"Marketing Analyst","72500.0","Brave Thinking Institute","sheets"
1114841,"Marketing Analyst","72500.0","Brave Thinking Institute","asana"
1114841,"Marketing Analyst","72500.0","Brave Thinking Institute","zoom"
682284,"Professional Services Analyst","72500.0","Yoh, A Day & Zimmermann Company","sql"
563777,"Business Analyst - Informatics Specialist","70000.0","FINSYNC, Inc.","python"
563777,"Business Analyst - Informatics Specialist","70000.0","FINSYNC, Inc.","r"
563777,"Business Analyst - Informatics Specialist","70000.0","FINSYNC, Inc.","flow"
1491486,"Technical Support Engineer APAC","70000.0","Customer.io","go"
1491486,"Technical Support Engineer APAC","70000.0","Customer.io","javascript"
1491486,"Technical Support Engineer APAC","70000.0","Customer.io","github"
1491486,"Technical Support Engineer APAC","70000.0","Customer.io","notion"
1491486,"Technical Support Engineer APAC","70000.0","Customer.io","slack"
1491486,"Technical Support Engineer APAC","70000.0","Customer.io","zoom"
10062,"Sales Commission Analyst (Remote anywhere in US)","70000.0","Pitney Bowes","excel"
10062,"Sales Commission Analyst (Remote anywhere in US)","70000.0","Pitney Bowes","power bi"
1098757,"Statistical Reporting Business Analyst","68000.0","Get It Recruit - Finance","sql"
1098757,"Statistical Reporting Business Analyst","68000.0","Get It Recruit - Finance","excel"
1098757,"Statistical Reporting Business Analyst","68000.0","Get It Recruit - Finance","looker"
1098757,"Statistical Reporting Business Analyst","68000.0","Get It Recruit - Finance","spreadsheet"
1098757,"Statistical Reporting Business Analyst","68000.0","Get It Recruit - Finance","ms access"
1077173,"Marketplace Analyst","65000.0","HopSkipDrive","go"
1077173,"Marketplace Analyst","65000.0","HopSkipDrive","excel"
1077173,"Marketplace Analyst","65000.0","HopSkipDrive","tableau"
1077173,"Marketplace Analyst","65000.0","HopSkipDrive","sheets"
1142072,"Analyst - Remote","63575.0","Paradigm","sql"
1142072,"Analyst - Remote","63575.0","Paradigm","sas"
1142072,"Analyst - Remote","63575.0","Paradigm","excel"
1142072,"Analyst - Remote","63575.0","Paradigm","tableau"
1142072,"Analyst - Remote","63575.0","Paradigm","power bi"
1142072,"Analyst - Remote","63575.0","Paradigm","sas"
1348933,"Business Analyst","62500.0","Kaye/Bassman International","sql"
1348933,"Business Analyst","62500.0","Kaye/Bassman International","excel"
1348933,"Business Analyst","62500.0","Kaye/Bassman International","sheets"
1348933,"Business Analyst","62500.0","Kaye/Bassman International","smartsheet"
319129,"Analyst","60000.0","Get It Recruit - Finance","sql"
319129,"Analyst","60000.0","Get It Recruit - Finance","javascript"
319129,"Analyst","60000.0","Get It Recruit - Finance","excel"
319129,"Analyst","60000.0","Get It Recruit - Finance","tableau"
319129,"Analyst","60000.0","Get It Recruit - Finance","sheets"
609676,"Analyst, Revenue Operation","60000.0","Togetherall","excel"
609676,"Analyst, Revenue Operation","60000.0","Togetherall","slack"
144805,"Jr. Business Analyst","57500.0","Technology Talent Network LLC","flow"
732042,"HR Systems Analyst (FT)","55500.0","PSCU","sql"
732042,"HR Systems Analyst (FT)","55500.0","PSCU","java"
732042,"HR Systems Analyst (FT)","55500.0","PSCU","javascript"
732042,"HR Systems Analyst (FT)","55500.0","PSCU","c#"
732042,"HR Systems Analyst (FT)","55500.0","PSCU","php"
732042,"HR Systems Analyst (FT)","55500.0","PSCU","mysql"
732042,"HR Systems Analyst (FT)","55500.0","PSCU","oracle"
732042,"HR Systems Analyst (FT)","55500.0","PSCU","jquery"
114627,"Operations Analyst","55000.0","Get It Recruit - Finance","sql"
114627,"Operations Analyst","55000.0","Get It Recruit - Finance","sas"
114627,"Operations Analyst","55000.0","Get It Recruit - Finance","javascript"
114627,"Operations Analyst","55000.0","Get It Recruit - Finance","excel"
114627,"Operations Analyst","55000.0","Get It Recruit - Finance","sas"
114627,"Operations Analyst","55000.0","Get It Recruit - Finance","spss"
1332865,"Junior Business Analyst","50000.0","Inspirus (a Pluxee company)","excel"
795187,"Performance Analyst - Strategy","29900.0","Wiley","spark"
